行,C NO.,ON,OFF,MA,IP,SV,UP,DN,JS,JM,S,OC,HP,PP,C,PL,V,AL,L,LD,底部余量,侧面余量,AJC,加工速度,定时,定时时间,粗糙度,材料,面积,形状,重视,Ra,切入
6,1,7,9,0,10,85,12,6,50,00,63,0,40,0,0,+,22,15,2,2,0.037,0.022,24,0,T,,1.12,1,8,1,1,1.12,0
1,5,230,40,0,85,50,20,6,80,03,22,0,0,11,0,+,21,10,2,2,0.27,0.5,24,0,T,,0,1,8,1,1,1.6,0
2,4,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.144,0.1181,24,0,T,,0,1,8,1,1,1.6,0
3,3,70,25,0,33,60,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.101,0.0798,24,0,T,,0,1,8,1,1,1.6,0
4,2,60,30,0,23,65,20,5,80,03,52,0,0,1,0,+,11,10,2,2,0.085,0.0581,24,0,T,,4,1,8,1,1,1.6,0
5,1,7,9,0,15,80,15,6,75,00,63,0,40,0,0,+,22,18,2,2,0.051,0.027,24,0,T,,1.6,1,8,1,1,1.6,0
1,5,230,40,0,85,50,20,6,80,03,22,0,0,11,0,+,21,10,2,2,0.27,0.5,24,0,T,,0,1,8,1,1,2,0
2,4,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.144,0.1181,24,0,T,,0,1,8,1,1,2,0
3,3,70,25,0,33,60,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.101,0.0798,24,0,T,,0,1,8,1,1,2,0
4,2,60,30,0,23,65,20,5,80,03,52,0,0,1,0,+,11,10,2,2,0.085,0.0581,24,0,T,,4,1,8,1,1,2,0
5,1,10,9,0,15,80,15,6,75,00,63,0,40,0,0,+,22,18,2,2,0.051,0.027,24,0,T,,2,1,8,1,1,2,0
1,4,230,40,0,85,50,20,6,80,03,22,0,0,11,0,+,21,10,2,2,0.264,0.5,24,0,T,,0,1,8,1,1,2.8,0
2,3,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.138,0.1132,24,0,T,,0,1,8,1,1,2.8,0
3,2,70,25,0,33,60,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.095,0.0751,24,0,T,,0,1,8,1,1,2.8,0
4,1,40,20,0,20,80,25,6,80,03,52,0,40,0,0,+,22,18,2,2,0.067,0.037,24,0,T,,2.8,1,8,1,1,2.8,0
1,4,230,40,0,85,50,20,6,80,03,22,0,0,11,0,+,21,10,2,2,0.264,0.5,24,0,T,,0,1,8,1,1,4,0
2,3,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.138,0.1132,24,0,T,,0,1,8,1,1,4,0
3,2,70,25,0,33,60,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.095,0.0751,24,0,T,,0,1,8,1,1,4,0
4,1,90,30,0,25,80,15,6,75,03,42,0,40,0,0,+,22,18,2,2,0.08,0.052,24,0,T,,4,1,8,1,1,4,0
2,11,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.215,0.1806,24,0,T,,0,1,11,1,1,0.07,0
3,10,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.16,0.1312,24,0,T,,0,1,11,1,1,0.07,0
4,9,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.117,0.0924,24,0,T,,0,1,11,1,1,0.07,0
5,8,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.094,0.068,24,0,T,,4,1,11,1,1,0.07,0
6,7,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.07,0.05,24,0,T,,2,1,11,1,1,0.07,0
7,6,12,14,0,5,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.052,0.038,24,0,T,,1.12,1,11,1,1,0.07,0
8,5,7,12,0,5,100,6,6,25,00,63,0,0,0,0,+,21,10,2,2,0.038,0.028,24,0,T,,0.8,1,11,1,1,0.07,0
9,4,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,48,2,2,0.028,0.022,24,0,T,,0.7,1,11,1,1,0.07,0
10,803,1,9,0,5,110,7,10,25,00,75,0,0,0,0,-,31,30,3,2,0.011,0.022,24,4.6,Z,739,0.63,1,11,1,1,0.07,0
11,803,1,9,0,5,110,7,10,25,00,75,0,0,0,0,-,31,30,3,2,0.019,0.011,24,4.6,Z,303,0.63,1,11,1,1,0.07,0
12,802,1,4,0,5,110,3,15,50,10,85,0,0,0,0,-,31,30,3,2,0.004,0.02,24,5.4,Z,900,0.14,1,11,1,1,0.07,0
13,802,1,4,0,5,110,3,15,50,10,85,0,0,0,0,-,31,30,3,2,0.012,0.007,24,5.4,Z,336,0.14,1,11,1,1,0.07,0
14,801,0,3,0,3,85,3,18,50,10,85,0,40,10,0,-,22,30,3,2,0.002,0.018,24,6.1,Z,1009,0.07,1,11,1,1,0.07,0
15,801,0,3,0,3,85,3,18,50,10,85,0,40,10,0,-,22,30,3,2,0.01,0.005,24,6.1,Z,403,0.07,1,11,1,1,0.07,0
2,11,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.215,0.1806,24,0,T,,0,1,11,1,1,0.14,0
3,10,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.16,0.1312,24,0,T,,0,1,11,1,1,0.14,0
4,9,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.117,0.0924,24,0,T,,0,1,11,1,1,0.14,0
5,8,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.094,0.068,24,0,T,,4,1,11,1,1,0.14,0
6,7,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.07,0.05,24,0,T,,2,1,11,1,1,0.14,0
7,6,12,14,0,5,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.052,0.038,24,0,T,,1.12,1,11,1,1,0.14,0
8,5,7,12,0,5,100,6,6,25,00,63,0,0,0,0,+,21,10,2,2,0.038,0.028,24,0,T,,0.8,1,11,1,1,0.14,0
9,4,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,48,2,2,0.028,0.022,24,0,T,,0.7,1,11,1,1,0.14,0
10,802,1,9,0,5,110,7,10,25,00,75,0,0,0,0,-,31,30,3,2,0.011,0.022,24,4.6,Z,739,0.63,1,11,1,1,0.14,0
11,802,1,9,0,5,110,7,10,25,00,75,0,0,0,0,-,31,30,3,2,0.019,0.011,24,4.6,Z,303,0.63,1,11,1,1,0.14,0
12,801,1,4,0,5,110,3,15,50,10,85,0,0,0,0,-,31,30,3,2,0.004,0.02,24,5.4,Z,900,0.14,1,11,1,1,0.14,0
13,801,1,4,0,5,110,3,15,50,10,85,0,0,0,0,-,31,30,3,2,0.012,0.007,24,5.4,Z,336,0.14,1,11,1,1,0.14,0
2,9,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.212,0.1781,24,0,T,,0,1,11,1,1,0.32,0
3,8,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.157,0.1287,24,0,T,,0,1,11,1,1,0.32,0
4,7,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.114,0.0901,24,0,T,,0,1,11,1,1,0.32,0
5,6,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.091,0.0658,24,0,T,,4,1,11,1,1,0.32,0
6,5,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.067,0.0478,24,0,T,,2,1,11,1,1,0.32,0
7,4,12,14,0,5,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.049,0.0358,24,0,T,,1.12,1,11,1,1,0.32,0
8,3,7,12,0,5,100,6,6,25,00,63,0,0,0,0,+,21,10,2,2,0.035,0.0258,24,0,T,,0.8,1,11,1,1,0.32,0
9,2,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,48,2,2,0.025,0.0197,24,0,T,,0.7,1,11,1,1,0.32,0
10,801,1,9,0,10,95,8,10,25,00,73,0,40,0,0,-,22,30,3,5,0.004,0.022,24,4.3,Z,710,0.32,1,11,1,1,0.32,0
11,801,1,9,0,10,95,8,10,25,00,73,0,40,0,0,-,22,30,3,5,0.024,0.007,24,4.3,Z,252,0.32,1,11,1,1,0.32,0
2,9,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.212,0.1781,24,0,T,,0,1,11,1,1,0.5,0
3,8,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.157,0.1287,24,0,T,,0,1,11,1,1,0.5,0
4,7,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.114,0.0901,24,0,T,,0,1,11,1,1,0.5,0
5,6,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.091,0.0658,24,0,T,,4,1,11,1,1,0.5,0
6,5,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.067,0.0478,24,0,T,,2,1,11,1,1,0.5,0
7,4,12,14,0,5,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.049,0.0358,24,0,T,,1.12,1,11,1,1,0.5,0
8,3,7,12,0,5,100,6,6,25,00,63,0,0,0,0,+,21,10,2,2,0.035,0.0258,24,0,T,,0.8,1,11,1,1,0.5,0
9,2,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,48,2,2,0.025,0.0197,24,0,T,,0.7,1,11,1,1,0.5,0
10,801,1,9,0,20,95,8,10,25,00,73,0,40,0,2,-,22,30,3,5,0.009,0.024,24,3,Z,500,0.5,1,11,1,1,0.5,0
11,801,1,9,0,20,95,8,10,25,00,73,0,40,0,2,-,22,30,3,5,0.029,0.009,24,3,Z,200,0.5,1,11,1,1,0.5,0
2,9,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.212,0.1781,24,0,T,,0,1,11,1,1,0.63,0
3,8,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.157,0.1287,24,0,T,,0,1,11,1,1,0.63,0
4,7,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.114,0.0901,24,0,T,,0,1,11,1,1,0.63,0
5,6,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.091,0.0658,24,0,T,,4,1,11,1,1,0.63,0
6,5,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.067,0.0478,24,0,T,,2,1,11,1,1,0.63,0
7,4,12,14,0,5,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.049,0.0358,24,0,T,,1.12,1,11,1,1,0.63,0
8,3,7,12,0,5,100,6,6,25,00,63,0,0,0,0,+,21,10,2,2,0.035,0.0258,24,0,T,,0.8,1,11,1,1,0.63,0
9,2,4,12,0,3,100,14,6,50,00,63,0,1,0,0,+,21,48,2,2,0.025,0.0197,24,0,T,,0.7,1,11,1,1,0.63,0
10,801,1,9,0,20,95,7,10,25,00,73,0,0,0,3,-,22,30,3,5,0.015,0.032,24,2.4,Z,400,0.63,1,11,1,1,0.63,0
11,801,1,9,0,20,95,7,10,25,00,73,0,0,0,3,-,22,30,3,5,0.035,0.017,24,2.4,Z,136,0.63,1,11,1,1,0.63,0
2,8,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.208,0.1747,24,0,T,,0,1,11,1,1,0.8,0
3,7,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.153,0.1255,24,0,T,,0,1,11,1,1,0.8,0
4,6,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.11,0.0869,24,0,T,,0,1,11,1,1,0.8,0
5,5,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.087,0.0629,24,0,T,,4,1,11,1,1,0.8,0
6,4,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.063,0.045,24,0,T,,2,1,11,1,1,0.8,0
7,3,12,14,0,5,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.045,0.0329,24,0,T,,1.12,1,11,1,1,0.8,0
8,2,7,12,0,5,100,11,6,50,00,63,0,0,0,0,+,21,10,2,2,0.031,0.0228,24,0,T,,0.8,1,11,1,1,0.8,0
9,1,7,9,0,5,95,12,6,50,00,63,0,0,0,0,+,22,15,2,2,0.022,0.017,24,0,T,,0.8,1,11,1,1,0.8,0
2,6,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.208,0.1747,24,0,T,,0,1,11,1,1,1.12,0
3,5,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.153,0.1255,24,0,T,,0,1,11,1,1,1.12,0
4,4,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.11,0.0869,24,0,T,,0,1,11,1,1,1.12,0
5,3,60,30,0,23,80,12,6,75,03,52,0,0,1,0,+,21,10,2,2,0.087,0.0629,24,0,T,,4,1,11,1,1,1.12,0
6,2,35,20,0,13,90,10,6,50,03,63,0,40,0,0,+,21,10,2,2,0.063,0.045,24,0,T,,2,1,11,1,1,1.12,0
7,1,7,9,0,10,100,11,6,50,00,63,0,40,0,0,+,21,10,2,2,0.045,0.0329,24,0,T,,1.12,1,11,1,1,1.12,0
2,5,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.199,0.1672,24,0,T,,0,1,11,1,1,1.6,0
3,4,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.144,0.1181,24,0,T,,0,1,11,1,1,1.6,0
4,3,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.101,0.0798,24,0,T,,0,1,11,1,1,1.6,0
5,2,60,30,0,23,80,20,6,80,03,52,0,0,1,0,+,21,10,2,2,0.078,0.0564,24,0,T,,4,1,11,1,1,1.6,0
6,1,7,9,0,15,80,15,6,75,00,63,0,40,0,0,+,22,18,2,2,0.051,0.027,24,0,T,,1.6,1,11,1,1,1.6,0
2,5,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.199,0.1672,24,0,T,,0,1,11,1,1,2,0
3,4,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.144,0.1181,24,0,T,,0,1,11,1,1,2,0
4,3,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.101,0.0798,24,0,T,,0,1,11,1,1,2,0
5,2,60,30,0,23,80,20,6,80,03,52,0,0,1,0,+,21,10,2,2,0.078,0.0564,24,0,T,,4,1,11,1,1,2,0
6,1,10,9,0,15,80,15,6,75,00,63,0,40,0,0,+,22,18,2,2,0.051,0.027,24,0,T,,2,1,11,1,1,2,0
2,4,200,40,0,85,50,20,6,80,03,22,0,0,1,0,+,21,10,2,2,0.193,0.1621,24,0,T,,0,1,11,1,1,2.8,0
3,3,140,40,0,53,60,20,6,80,03,32,0,40,0,0,+,21,15,2,2,0.138,0.1132,24,0,T,,0,1,11,1,1,2.8,0
4,2,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.095,0.0751,24,0,T,,0,1,11,1,1,2.8,0
5,1,40,20,0,20,80,15,6,75,03,52,0,40,0,0,+,22,18,2,2,0.067,0.037,24,0,T,,2.8,1,11,1,1,2.8,0
2,12,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.308,0.2556,24,0,T,,0,1,15,1,1,0.07,0
3,11,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.214,0.1776,24,0,T,,0,1,15,1,1,0.07,0
4,10,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.159,0.1304,24,0,T,,0,1,15,1,1,0.07,0
5,9,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.116,0.0905,24,0,T,,0,1,15,1,1,0.07,0
6,8,60,30,0,23,80,25,6,80,03,52,0,0,0,0,+,21,10,2,2,0.091,0.066,24,0,T,,4,1,15,1,1,0.07,0
7,7,35,20,0,13,90,15,6,75,03,63,0,40,0,0,+,21,10,2,2,0.067,0.048,24,0,T,,2,1,15,1,1,0.07,0
8,6,12,14,0,5,100,12,6,50,00,63,0,40,0,0,+,21,10,2,2,0.049,0.036,24,0,T,,1.12,1,15,1,1,0.07,0
9,5,7,12,0,5,100,12,6,50,00,63,0,0,0,0,+,21,10,2,2,0.035,0.026,24,0,T,,0.8,1,15,1,1,0.07,0
10,4,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,15,2,2,0.027,0.02,24,0,T,,0.7,1,15,1,1,0.07,0
11,803,1,9,0,5,110,7,11,25,00,75,0,0,0,1,-,31,30,3,2,0.01,0.02,24,2.7,Z,1007,0.63,1,15,1,1,0.07,0
12,803,1,9,0,5,110,7,11,25,00,75,0,0,0,1,-,31,30,3,2,0.018,0.009,24,2.7,Z,242,0.63,1,15,1,1,0.07,0
13,802,1,4,0,5,110,3,16,50,10,85,0,0,0,0,-,31,30,3,2,0.003,0.018,24,3.4,Z,1245,0.14,1,15,1,1,0.07,0
14,802,1,4,0,5,110,3,16,50,10,85,0,0,0,0,-,31,30,3,2,0.011,0.005,24,3.4,Z,324,0.14,1,15,1,1,0.07,0
15,801,0,3,0,3,85,3,20,50,10,85,1,40,10,0,-,22,30,3,2,0.001,0.016,24,4.4,Z,1630,0.07,1,15,1,1,0.07,0
16,801,0,3,0,3,85,3,20,50,10,85,1,40,10,0,-,22,30,3,2,0.009,0.003,24,4.4,Z,424,0.07,1,15,1,1,0.07,0
2,11,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.307,0.2548,24,0,T,,0,1,15,1,1,0.14,0
3,10,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.213,0.1768,24,0,T,,0,1,15,1,1,0.14,0
4,9,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.158,0.1296,24,0,T,,0,1,15,1,1,0.14,0
5,8,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.115,0.0897,24,0,T,,0,1,15,1,1,0.14,0
6,7,60,30,0,23,80,25,6,80,03,52,0,0,0,0,+,21,10,2,2,0.09,0.0653,24,0,T,,4,1,15,1,1,0.14,0
7,6,35,20,0,13,90,15,6,75,03,63,0,40,0,0,+,21,10,2,2,0.066,0.0473,24,0,T,,2,1,15,1,1,0.14,0
8,5,12,14,0,5,100,12,6,50,00,63,0,40,0,0,+,21,10,2,2,0.048,0.0353,24,0,T,,1.12,1,15,1,1,0.14,0
9,4,7,12,0,5,100,12,6,50,00,63,0,0,0,0,+,21,10,2,2,0.034,0.0253,24,0,T,,0.8,1,15,1,1,0.14,0
10,3,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,15,2,2,0.026,0.0193,24,0,T,,0.7,1,15,1,1,0.14,0
11,802,1,9,0,5,110,7,11,25,00,75,0,0,0,1,-,31,30,3,2,0.009,0.018,24,2.7,Z,1007,0.63,1,15,1,1,0.14,0
12,802,1,9,0,5,110,7,11,25,00,75,0,0,0,1,-,31,30,3,2,0.017,0.0085,24,2.7,Z,242,0.63,1,15,1,1,0.14,0
13,801,1,4,0,5,110,3,16,50,10,85,0,0,0,0,-,31,30,3,2,0.001,0.016,24,3.4,Z,1245,0.14,1,15,1,1,0.14,0
14,801,1,4,0,5,110,3,16,50,10,85,0,0,0,0,-,31,30,3,2,0.009,0.003,24,3.4,Z,324,0.14,1,15,1,1,0.14,0
2,10,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.305,0.2531,24,0,T,,0,1,15,1,1,0.32,0
3,9,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.211,0.1751,24,0,T,,0,1,15,1,1,0.32,0
4,8,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.156,0.1279,24,0,T,,0,1,15,1,1,0.32,0
5,7,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.113,0.0881,24,0,T,,0,1,15,1,1,0.32,0
6,6,60,30,0,23,80,25,6,80,03,52,0,0,0,O,+,21,10,2,2,0.088,0.0638,24,0,T,,4,1,15,1,1,0.32,0
7,5,35,20,0,13,90,15,6,75,03,63,0,40,0,0,+,21,10,2,2,0.064,0.0458,24,0,T,,2,1,15,1,1,0.32,0
8,4,12,14,0,5,100,12,6,50,00,63,0,40,0,0,+,21,10,2,2,0.046,0.0338,24,0,T,,1.12,1,15,1,1,0.32,0
9,3,7,12,0,5,100,12,6,50,00,63,0,0,0,0,+,21,10,2,2,0.032,0.0238,24,0,T,,0.8,1,15,1,1,0.32,0
10,2,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,15,2,2,0.024,0.0178,24,0,T,,0.7,1,15,1,1,0.32,0
11,801,1,9,0,8,110,16,11,50,00,73,0,40,0,1,-,32,30,3,5,0.001,0.02,24,2.7,Z,1007,0.32,1,15,1,1,0.32,0
12,801,1,9,0,8,110,16,11,50,00,73,0,40,0,1,-,32,30,3,5,0.021,0.005,24,2.7,Z,242,0.32,1,15,1,1,0.32,0
2,10,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.305,0.2531,24,0,T,,0,1,15,1,1,0.5,0
3,9,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.211,0.1751,24,0,T,,0,1,15,1,1,0.5,0
4,8,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.156,0.1279,24,0,T,,0,1,15,1,1,0.5,0
5,7,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.113,0.0881,24,0,T,,0,1,15,1,1,0.5,0
6,6,60,30,0,23,80,25,6,80,03,52,0,0,0,O,+,21,10,2,2,0.088,0.0638,24,0,T,,4,1,15,1,1,0.5,0
7,5,35,20,0,13,90,15,6,75,03,63,0,40,0,0,+,21,10,2,2,0.064,0.0458,24,0,T,,2,1,15,1,1,0.5,0
8,4,12,14,0,5,100,12,6,50,00,63,0,40,0,0,+,21,10,2,2,0.046,0.0338,24,0,T,,1.12,1,15,1,1,0.5,0
9,3,7,12,0,5,100,12,6,50,00,63,0,0,0,0,+,21,10,2,2,0.032,0.0238,24,0,T,,0.8,1,15,1,1,0.5,0
10,2,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,15,2,2,0.024,0.0178,24,0,T,,0.7,1,15,1,1,0.5,0
11,801,1,9,0,15,110,14,11,50,00,73,0,40,0,2,-,32,30,3,5,0.004,0.022,24,2,Z,730,0.5,1,15,1,1,0.5,0
12,801,1,9,0,15,110,14,11,50,00,73,0,40,0,2,-,32,30,3,5,0.024,0.007,24,2,Z,200,0.5,1,15,1,1,0.5,0
2,10,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.305,0.2531,24,0,T,,0,1,15,1,1,0.63,0
3,9,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.211,0.1751,24,0,T,,0,1,15,1,1,0.63,0
4,8,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.156,0.1279,24,0,T,,0,1,15,1,1,0.63,0
5,7,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.113,0.0881,24,0,T,,0,1,15,1,1,0.63,0
6,6,60,30,0,23,80,25,6,80,03,52,0,0,0,O,+,21,10,2,2,0.088,0.0638,24,0,T,,4,1,15,1,1,0.63,0
7,5,35,20,0,13,90,15,6,75,03,63,0,40,0,0,+,21,10,2,2,0.064,0.0458,24,0,T,,2,1,15,1,1,0.63,0
8,4,12,14,0,5,100,12,6,50,00,63,0,40,0,0,+,21,10,2,2,0.046,0.0338,24,0,T,,1.12,1,15,1,1,0.63,0
9,3,7,12,0,5,100,12,6,50,00,63,0,0,0,0,+,21,10,2,2,0.032,0.0238,24,0,T,,0.8,1,15,1,1,0.63,0
10,2,4,12,0,3,100,7,6,25,00,63,0,1,0,0,+,11,15,2,2,0.024,0.0178,24,0,T,,0.7,1,15,1,1,0.63,0
11,801,1,9,0,15,110,14,11,50,00,73,0,0,0,3,-,32,30,3,5,0.01,0.027,24,1.7,Z,622,0.63,1,15,1,1,0.63,0
12,801,1,9,0,15,110,14,11,50,00,73,0,0,0,3,-,32,30,3,5,0.03,0.012,24,1.7,Z,142,0.63,1,15,1,1,0.63,0
2,9,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.301,0.2498,24,0,T,,0,1,15,1,1,0.8,0
3,8,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.207,0.1718,24,0,T,,0,1,15,1,1,0.8,0
4,7,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.152,0.1246,24,0,T,,0,1,15,1,1,0.8,0
5,6,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.109,0.085,24,0,T,,0,1,15,1,1,0.8,0
6,5,60,30,0,23,80,25,6,80,03,52,0,0,0,0,+,21,10,2,2,0.084,0.0609,24,0,T,,4,1,15,1,1,0.8,0
7,4,35,20,0,13,90,15,6,75,03,63,0,40,0,0,+,21,10,2,2,0.06,0.043,24,0,T,,2,1,15,1,1,0.8,0
8,3,12,14,0,5,100,12,6,50,00,63,0,40,0,0,+,21,10,2,2,0.042,0.0309,24,0,T,,1.12,1,15,1,1,0.8,0
9,2,7,12,0,5,100,12,6,50,00,63,0,0,0,0,+,21,10,2,2,0.028,0.0208,24,0,T,,0.8,1,15,1,1,0.8,0
10,1,7,9,0,5,105,12,8,50,00,73,0,0,0,0,+,32,15,2,2,0.017,0.012,24,0,T,,0.8,1,15,1,1,0.8,0
2,7,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.294,0.244,24,0,T,,0,1,15,1,1,1.12,0
3,6,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.2,0.166,24,0,T,,0,1,15,1,1,1.12,0
4,5,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.145,0.1189,24,0,T,,0,1,15,1,1,1.12,0
5,4,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.102,0.0796,24,0,T,,0,1,15,1,1,1.12,0
6,3,60,30,0,23,80,25,6,80,03,52,0,0,0,0,+,21,10,2,2,0.077,0.0558,24,0,T,,4,1,15,1,1,1.12,0
7,2,35,20,0,13,90,15,6,75,00,63,0,40,0,0,+,21,10,2,2,0.053,0.0379,24,0,T,,2,1,15,1,1,1.12,0
8,1,7,9,0,10,85,12,6,50,00,73,0,40,0,0,+,22,15,2,2,0.03,0.017,24,0,T,,1.12,1,15,1,1,1.12,0
2,6,300,55,0,135,50,19,5,80,03,22,0,0,1,0,+,21,10,2,2,0.292,0.2424,24,0,T,,0,1,15,1,1,1.6,0
3,5,200,40,0,85,50,20,5,80,03,22,0,0,1,0,+,21,10,2,2,0.198,0.1643,24,0,T,,0,1,15,1,1,1.6,0
4,4,140,40,0,53,60,20,5,80,03,32,0,40,0,0,+,21,15,2,2,0.143,0.1173,24,0,T,,0,1,15,1,1,1.6,0
5,3,70,25,0,33,70,20,6,80,03,42,0,40,0,0,+,21,15,2,2,0.1,0.078,24,0,T,,0,1,15,1,1,1.6,0
6,2,60,30,0,23,80,25,6,80,03,52,0,0,0,0,+,21,10,2,2,0.075,0.0544,24,0,T,,4,1,15,1,1,1.6,0
